language1,language2,ldn
Võro,Luxembourgish,0.5
Walloon,Luxembourgish,0.5208333333333334
Waray,Luxembourgish,0.5661764705882353
Welsh,Luxembourgish,0.5096153846153846
Wolof,Luxembourgish,0.49137931034482757
Wu,Luxembourgish,0.5544871794871795
Xhosa,Luxembourgish,0.4522144522144522
Yoruba,Luxembourgish,0.49857549857549854
Zeelandic,Luxembourgish,0.28205128205128205
Zulu,Luxembourgish,0.5961538461538461
Abkhazian,Macedonian,0.5641025641025641
Acehnese,Macedonian,0.5105105105105104
Adyghe,Macedonian,0.4880382775119617
Afar,Macedonian,0.5576923076923077
Afrikaans,Macedonian,0.5321428571428571
Akan,Macedonian,0.581081081081081
Alemannic,Macedonian,0.5428571428571428
Amharic,Macedonian,0.565625
Anglo-Saxon,Macedonian,0.5678571428571428
Arabic,Macedonian,0.6142857142857143
Aragonese,Macedonian,0.559375
Armenian,Macedonian,0.4861111111111111
Aromanian,Macedonian,0.35135135135135137
Assamese,Macedonian,0.5444015444015444
Asturian,Macedonian,0.5416666666666666
Atikamekw,Macedonian,0.5675675675675675
Avar,Macedonian,0.4525
Bambara,Macedonian,0.6071428571428571
Banjar,Macedonian,0.5
Bashkir,Macedonian,0.6142857142857142
Basque,Macedonian,0.571875
Bavarian,Macedonian,0.4968944099378882
Belarusian,Macedonian,0.29444444444444445
Bengali,Macedonian,0.5714285714285714
Bhojpuri,Macedonian,0.47580645161290325
Bislama,Macedonian,0.5396825396825397
Bosnian,Macedonian,0.240625
Breton,Macedonian,0.49375
Buginese,Macedonian,0.4615384615384615
Bulgarian,Macedonian,0.16666666666666666
Burmese,Macedonian,0.39166666666666666
Buryat,Macedonian,0.6488095238095238
Cantonese,Macedonian,0.3176470588235294
Catalan,Macedonian,0.575
Cebuano,Macedonian,0.5098039215686274
Chamorro,Macedonian,0.4083333333333333
Chavacano,Macedonian,0.5138888888888888
Chechen,Macedonian,0.6107142857142857
Cherokee,Macedonian,0.44423076923076926
Cheyenne,Macedonian,0.4551282051282051
Chichewa,Macedonian,0.5135135135135135
Chinese,Macedonian,0.59375
Choctaw,Macedonian,0.48205128205128206
Chuvash,Macedonian,0.5055555555555555
Cornish,Macedonian,0.5499999999999999
Corsican,Macedonian,0.4105263157894737
Croatian,Macedonian,0.228125
Czech,Macedonian,0.290625
Danish,Macedonian,0.5607142857142857
Divehi,Macedonian,0.6344086021505376
Dutch,Macedonian,0.5428571428571428
Dzongkha,Macedonian,0.6160714285714286
Emilian-Romagnol,Macedonian,0.5392857142857143
English,Macedonian,0.5285714285714286
Erzya,Macedonian,0.48333333333333334
Esperanto,Macedonian,0.5464285714285714
Estonian,Macedonian,0.575
Ewe,Macedonian,0.5428571428571428
Faroese,Macedonian,0.540625
Fijian,Macedonian,0.2523809523809524
Finnish,Macedonian,0.6071428571428571
Franco-Provençal,Macedonian,0.5194805194805194
French,Macedonian,0.471875
Friulian,Macedonian,0.5857142857142857
Gagauz,Macedonian,0.6233766233766234
Galician,Macedonian,0.5787545787545787
Georgian,Macedonian,0.45
German,Macedonian,0.5499999999999999
Gilaki,Macedonian,0.4375
Gorontalo,Macedonian,0.5490196078431372
Gothic,Macedonian,0.5381944444444444
Greek,Macedonian,0.49722222222222223
Greenlandic,Macedonian,0.45
Gujarati,Macedonian,0.55
Hakka,Macedonian,0.4461538461538462
Hausa,Macedonian,0.4068181818181818
Hawaiian,Macedonian,0.503125
Hebrew,Macedonian,0.6214285714285714
Herero,Macedonian,0.5607142857142857
Hindi,Macedonian,0.5128205128205128
Hungarian,Macedonian,0.3977272727272727
Icelandic,Macedonian,0.46
Igbo,Macedonian,0.32857142857142857
Indonesian,Macedonian,0.5
Ingush,Macedonian,0.49002849002849
Irish,Macedonian,0.45
Japanese,Macedonian,0.571875
Javanese,Macedonian,0.650375939849624
Kabardian,Macedonian,0.4665071770334928
Kabiye,Macedonian,0.5166666666666667
Kabyle,Macedonian,0.5444444444444444
Kalmyk,Macedonian,0.6607142857142857
Kannada,Macedonian,0.55
Kapampangan,Macedonian,0.5661764705882353
Karachay-Balkar,Macedonian,0.5714285714285714
Karakalpak,Macedonian,0.6153846153846154
Kashmiri,Macedonian,0.4068181818181818
Kashubian,Macedonian,0.35
Kazakh,Macedonian,0.6071428571428571
Khmer,Macedonian,0.42692307692307696
Kikuyu,Macedonian,0.6142857142857142
Kinyarwanda,Macedonian,0.54375
Kirghiz,Macedonian,0.532051282051282
Kirundi,Macedonian,0.527027027027027
Komi-Permyak,Macedonian,0.5753968253968254
Konkani,Macedonian,0.47619047619047616
Korean,Macedonian,0.51875
Kuanyama,Macedonian,0.5714285714285714
Ladino,Macedonian,0.571875
Lak,Macedonian,0.5576923076923077
Lao,Macedonian,0.5375
Latin,Macedonian,0.4861111111111111
Lezgian,Macedonian,0.40454545454545454
Limburgish,Macedonian,0.5357142857142857
Lingala,Macedonian,0.5567765567765568
Lithuanian,Macedonian,0.515625
Livvi-Karelian,Macedonian,0.5192307692307693
Lombard,Macedonian,0.5392857142857143
Luganda,Macedonian,0.546875
Luxembourgish,Macedonian,0.49038461538461536
Maithili,Macedonian,0.5625
Malayalam,Macedonian,0.49166666666666664
Maltese,Macedonian,0.47777777777777775
Manx,Macedonian,0.4722222222222222
Maori,Macedonian,0.5371621621621622
Marathi,Macedonian,0.5625
Marshallese,Macedonian,0.5546218487394958
Mazandarani,Macedonian,0.5714285714285714
Minangkabau,Macedonian,0.5588235294117647
Mingrelian,Macedonian,0.6813186813186813
Mirandese,Macedonian,0.6040816326530613
Moksha,Macedonian,0.5033783783783784
Muscogee,Macedonian,0.45897435897435895
Nahuatl,Macedonian,0.48709677419354835
Nauruan,Macedonian,0.3700980392156863
Navajo,Macedonian,0.4638888888888889
Ndonga,Macedonian,0.5912698412698413
Neapolitan,Macedonian,0.47777777777777775
Newar,Macedonian,0.5544871794871795
Norfolk,Macedonian,0.48863636363636365
Nuosu,Macedonian,0.5892857142857143
Occitan,Macedonian,0.4444444444444444
Odia,Macedonian,0.6354679802955665
Ossetian,Macedonian,0.6071428571428571
Pali,Macedonian,0.4722222222222222
Pangasinan,Macedonian,0.6320346320346321
Papiamentu,Macedonian,0.6
Piedmontese,Macedonian,0.525
Polish,Macedonian,0.325
Ripuarian,Macedonian,0.5639097744360902
Romani,Macedonian,0.496875
Romanian,Macedonian,0.503125
Romansh,Macedonian,0.496875
Russian,Macedonian,0.2909090909090909
Sakha,Macedonian,0.5384615384615384
Samoan,Macedonian,0.39999999999999997
Sango,Macedonian,0.5
Sanskrit,Macedonian,0.5527777777777778
Santali,Macedonian,0.4888888888888889
Scots,Macedonian,0.5384615384615384
Serbian,Macedonian,0.2
Sesotho,Macedonian,0.575
Shona,Macedonian,0.5977443609022556
Sicilian,Macedonian,0.6353383458646616
Sindhi,Macedonian,0.5476190476190476
Sinhalese,Macedonian,0.5763546798029556
Slovak,Macedonian,0.3107142857142857
Slovenian,Macedonian,0.19722222222222222
Somali,Macedonian,0.6142857142857143
Spanish,Macedonian,0.565625
Sranan,Macedonian,0.4649122807017544
Sundanese,Macedonian,0.6052631578947368
Swati,Macedonian,0.4925
Swedish,Macedonian,0.5285714285714286
Tahitian,Macedonian,0.49722222222222223
Tajik,Macedonian,0.5464285714285714
Tamil,Macedonian,0.559375
Tatar,Macedonian,0.6035714285714285
Telugu,Macedonian,0.59375
Tetum,Macedonian,0.625615763546798
Thai,Macedonian,0.4888888888888889
Tigrinya,Macedonian,0.5277777777777778
Tongan,Macedonian,0.49166666666666664
Tsonga,Macedonian,0.6468253968253969
Tswana,Macedonian,0.5339506172839507
Tulu,Macedonian,0.39589442815249265
Tumbuka,Macedonian,0.5451388888888888
Turkish,Macedonian,0.39791666666666664
Turkmen,Macedonian,0.5714285714285714
Tuvan,Macedonian,0.575
Udmurt,Macedonian,0.4575
Ukrainian,Macedonian,0.40714285714285714
Urdu,Macedonian,0.5421245421245421
Uyghur,Macedonian,0.3308270676691729
Venda,Macedonian,0.5448717948717948
Vepsian,Macedonian,0.5394736842105263
Vietnamese,Macedonian,0.5642857142857143
Võro,Macedonian,0.5934065934065934
Walloon,Macedonian,0.518796992481203
Waray,Macedonian,0.6285714285714286
Welsh,Macedonian,0.484375
Wolof,Macedonian,0.5666666666666667
Wu,Macedonian,0.55625
Xhosa,Macedonian,0.4409090909090909
Yoruba,Macedonian,0.4722222222222222
Zeelandic,Macedonian,0.5428571428571428
Zulu,Macedonian,0.565625
Abkhazian,Maithili,0.605
Acehnese,Maithili,0.5466666666666666
Adyghe,Maithili,0.5291666666666667
Afar,Maithili,0.5961538461538461
Afrikaans,Maithili,0.5240384615384616
Akan,Maithili,0.6490384615384616
Alemannic,Maithili,0.5673076923076923
Amharic,Maithili,0.5913461538461539
Anglo-Saxon,Maithili,0.5769230769230769
Arabic,Maithili,0.5961538461538461
Aragonese,Maithili,0.6153846153846154
Armenian,Maithili,0.5625
Aromanian,Maithili,0.5231481481481481
Assamese,Maithili,0.41847826086956524
Asturian,Maithili,0.5961538461538461
Atikamekw,Maithili,0.5942028985507246
Avar,Maithili,0.5115384615384615
Bambara,Maithili,0.5738636363636364
Banjar,Maithili,0.5738636363636364
Bashkir,Maithili,0.5721153846153846
Basque,Maithili,0.6442307692307693
Bavarian,Maithili,0.5347222222222222
Belarusian,Maithili,0.5341880341880342
Bengali,Maithili,0.33653846153846156
Bhojpuri,Maithili,0.3125
Bislama,Maithili,0.52
Bosnian,Maithili,0.5480769230769231
Breton,Maithili,0.5865384615384616
Buginese,Maithili,0.5511111111111111
Bulgarian,Maithili,0.5128205128205128
Burmese,Maithili,0.4230769230769231
Buryat,Maithili,0.625
Cantonese,Maithili,0.513986013986014
Catalan,Maithili,0.5528846153846154
Cebuano,Maithili,0.5505050505050505
Chamorro,Maithili,0.4423076923076923
Chavacano,Maithili,0.6201923076923077
Chechen,Maithili,0.5817307692307693
Cherokee,Maithili,0.4940828402366864
Cheyenne,Maithili,0.51
Chichewa,Maithili,0.5815217391304348
Chinese,Maithili,0.5961538461538461
Choctaw,Maithili,0.564
Chuvash,Maithili,0.5598290598290598
Cornish,Maithili,0.5961538461538461
Corsican,Maithili,0.492
Croatian,Maithili,0.5769230769230769
Czech,Maithili,0.5913461538461539
Danish,Maithili,0.5673076923076923
Divehi,Maithili,0.46710526315789475
Dutch,Maithili,0.5336538461538461
Dzongkha,Maithili,0.5526315789473685
Emilian-Romagnol,Maithili,0.5384615384615384
English,Maithili,0.5673076923076923
Erzya,Maithili,0.5384615384615384
Esperanto,Maithili,0.5673076923076923
Estonian,Maithili,0.5769230769230769
Ewe,Maithili,0.58125
Faroese,Maithili,0.6346153846153846
Fijian,Maithili,0.4903846153846154
Finnish,Maithili,0.5865384615384616
Franco-Provençal,Maithili,0.5511363636363636
French,Maithili,0.5144230769230769
Friulian,Maithili,0.5817307692307693
Gagauz,Maithili,0.6
Galician,Maithili,0.575
Georgian,Maithili,0.5769230769230769
German,Maithili,0.5769230769230769
Gilaki,Maithili,0.5416666666666666
Gorontalo,Maithili,0.6060606060606061
Gothic,Maithili,0.625
Greek,Maithili,0.547008547008547
Greenlandic,Maithili,0.5256410256410257
Gujarati,Maithili,0.2980769230769231
Hakka,Maithili,0.4846153846153846
Hausa,Maithili,0.44405594405594406
Hawaiian,Maithili,0.6009615384615384
Hebrew,Maithili,0.5817307692307693
Herero,Maithili,0.5721153846153846
Hindi,Maithili,0.345
Hungarian,Maithili,0.45104895104895104
Icelandic,Maithili,0.6346153846153846
Igbo,Maithili,0.6346153846153846
Indonesian,Maithili,0.5512820512820513
Ingush,Maithili,0.5022222222222222
Irish,Maithili,0.5256410256410257
Japanese,Maithili,0.6009615384615384
Javanese,Maithili,0.5769230769230769
Kabardian,Maithili,0.4583333333333333
Kabiye,Maithili,0.5986842105263158
Kabyle,Maithili,0.5641025641025641
Kalmyk,Maithili,0.6346153846153846
Kannada,Maithili,0.5817307692307693
Kapampangan,Maithili,0.6079545454545454
Karachay-Balkar,Maithili,0.5364583333333334
Karakalpak,Maithili,0.63
Kashmiri,Maithili,0.5096153846153846
Kashubian,Maithili,0.6176470588235294
Kazakh,Maithili,0.5769230769230769
Khmer,Maithili,0.4260355029585799
Kikuyu,Maithili,0.5721153846153846
Kinyarwanda,Maithili,0.5817307692307693
Kirghiz,Maithili,0.615
Kirundi,Maithili,0.5489130434782609
Komi-Permyak,Maithili,0.5543478260869565
Konkani,Maithili,0.5277777777777778
Korean,Maithili,0.5769230769230769
Kuanyama,Maithili,0.5625
Ladino,Maithili,0.625
Lak,Maithili,0.635
Lao,Maithili,0.5769230769230769
Latin,Maithili,0.5427350427350427
Lezgian,Maithili,0.5576923076923077
Limburgish,Maithili,0.5192307692307693
Lingala,Maithili,0.56
Lithuanian,Maithili,0.5769230769230769
Livvi-Karelian,Maithili,0.5913461538461539
Lombard,Maithili,0.5288461538461539
Luganda,Maithili,0.5961538461538461
Luxembourgish,Maithili,0.5769230769230769
Macedonian,Maithili,0.5625
Malayalam,Maithili,0.517094017094017
Maltese,Maithili,0.5726495726495726
Manx,Maithili,0.5625
Maori,Maithili,0.605
Marathi,Maithili,0.445
Marshallese,Maithili,0.5852272727272727
Mazandarani,Maithili,0.525
Minangkabau,Maithili,0.5568181818181818
Mingrelian,Maithili,0.645
Mirandese,Maithili,0.625
Moksha,Maithili,0.5989583333333334
Muscogee,Maithili,0.536
Nahuatl,Maithili,0.64375
Nauruan,Maithili,0.4393939393939394
Navajo,Maithili,0.5641025641025641
Ndonga,Maithili,0.5568181818181818
Neapolitan,Maithili,0.5299145299145299
Newar,Maithili,0.56
Norfolk,Maithili,0.6071428571428571
Nuosu,Maithili,0.5817307692307693
Occitan,Maithili,0.5
Odia,Maithili,0.6052631578947368
Ossetian,Maithili,0.5721153846153846
Pali,Maithili,0.452991452991453
Pangasinan,Maithili,0.5833333333333334
Papiamentu,Maithili,0.5913461538461539
Piedmontese,Maithili,0.5336538461538461
Polish,Maithili,0.5673076923076923
Ripuarian,Maithili,0.54
Romani,Maithili,0.5096153846153846
Romanian,Maithili,0.5961538461538461
Romansh,Maithili,0.5721153846153846
Russian,Maithili,0.4755244755244755
Sakha,Maithili,0.5817307692307693
Samoan,Maithili,0.5769230769230769
Sango,Maithili,0.5815217391304348
Sanskrit,Maithili,0.43162393162393164
Santali,Maithili,0.5213675213675214
Scots,Maithili,0.5576923076923077
Serbian,Maithili,0.5673076923076923
Sesotho,Maithili,0.5721153846153846
Shona,Maithili,0.5729166666666666
Sicilian,Maithili,0.5729166666666666
Sindhi,Maithili,0.421875
Sinhalese,Maithili,0.5208333333333334
Slovak,Maithili,0.5528846153846154
Slovenian,Maithili,0.4957264957264957
Somali,Maithili,0.5769230769230769
Spanish,Maithili,0.6057692307692307
Sranan,Maithili,0.5111111111111111
Sundanese,Maithili,0.6666666666666666
Swati,Maithili,0.6346153846153846
Swedish,Maithili,0.5240384615384616
Tahitian,Maithili,0.5683760683760684
Tajik,Maithili,0.5384615384615384
Tamil,Maithili,0.6153846153846154
Tatar,Maithili,0.5673076923076923
Telugu,Maithili,0.6346153846153846
Tetum,Maithili,0.5294117647058824
Thai,Maithili,0.5256410256410257
Tigrinya,Maithili,0.5854700854700855
Tongan,Maithili,0.5598290598290598
Tsonga,Maithili,0.5965909090909091
Tswana,Maithili,0.5808080808080808
Tulu,Maithili,0.4297520661157025
Tumbuka,Maithili,0.5795454545454546
Turkish,Maithili,0.4391025641025641
Turkmen,Maithili,0.575
Tuvan,Maithili,0.5576923076923077
Udmurt,Maithili,0.6298076923076923
Ukrainian,Maithili,0.6105769230769231
Urdu,Maithili,0.305
Uyghur,Maithili,0.3742857142857143
Venda,Maithili,0.58
Vepsian,Maithili,0.595
Vietnamese,Maithili,0.5721153846153846
Võro,Maithili,0.5913461538461539
Walloon,Maithili,0.5520833333333334
Waray,Maithili,0.5815217391304348
Welsh,Maithili,0.5432692307692307
Wolof,Maithili,0.625
Wu,Maithili,0.6009615384615384
Xhosa,Maithili,0.625
Yoruba,Maithili,0.5341880341880342
Zeelandic,Maithili,0.5432692307692307
Zulu,Maithili,0.6009615384615384
Abkhazian,Malayalam,0.5128205128205128
Acehnese,Malayalam,0.5555555555555556
Adyghe,Malayalam,0.5406698564593302
Afar,Malayalam,0.4672364672364672
Afrikaans,Malayalam,0.45555555555555555
Akan,Malayalam,0.5225225225225225
Alemannic,Malayalam,0.4861111111111111
Amharic,Malayalam,0.5416666666666666
Anglo-Saxon,Malayalam,0.4944444444444444
Arabic,Malayalam,0.48055555555555557
Aragonese,Malayalam,0.5333333333333333
Armenian,Malayalam,0.525
Aromanian,Malayalam,0.38738738738738737
Assamese,Malayalam,0.4264264264264264
Asturian,Malayalam,0.49857549857549854
Atikamekw,Malayalam,0.5495495495495495
Avar,Malayalam,0.485
Bambara,Malayalam,0.517361111111111
Banjar,Malayalam,0.48366013071895425
Bashkir,Malayalam,0.4722222222222222
Basque,Malayalam,0.5222222222222223
Bavarian,Malayalam,0.48792270531400966
Belarusian,Malayalam,0.5055555555555555
Bengali,Malayalam,0.4361111111111111
Bhojpuri,Malayalam,0.4157706093189964
Bislama,Malayalam,0.4351851851851852
Bosnian,Malayalam,0.49166666666666664
Breton,Malayalam,0.5166666666666666
Buginese,Malayalam,0.48717948717948717
Bulgarian,Malayalam,0.5055555555555555
Burmese,Malayalam,0.36666666666666664
Buryat,Malayalam,0.4861111111111111
Cantonese,Malayalam,0.3161764705882353
Catalan,Malayalam,0.5
Cebuano,Malayalam,0.49346405228758167
Chamorro,Malayalam,0.425
Chavacano,Malayalam,0.5472222222222222
Chechen,Malayalam,0.49722222222222223
Cherokee,Malayalam,0.45576923076923076
Cheyenne,Malayalam,0.47863247863247865
Chichewa,Malayalam,0.48348348348348347
Chinese,Malayalam,0.5333333333333333
Choctaw,Malayalam,0.5128205128205128
Chuvash,Malayalam,0.5527777777777778
Cornish,Malayalam,0.5222222222222223
Corsican,Malayalam,0.4394736842105263
Croatian,Malayalam,0.49722222222222223
Czech,Malayalam,0.4944444444444444
Danish,Malayalam,0.4861111111111111
Divehi,Malayalam,0.44086021505376344
Dutch,Malayalam,0.48055555555555557
Dzongkha,Malayalam,0.4756944444444444
Emilian-Romagnol,Malayalam,0.49166666666666664
English,Malayalam,0.47777777777777775
Erzya,Malayalam,0.5305555555555556
Esperanto,Malayalam,0.4861111111111111
Estonian,Malayalam,0.49722222222222223
Ewe,Malayalam,0.4708333333333333
Faroese,Malayalam,0.5416666666666666
Fijian,Malayalam,0.2523809523809524
Finnish,Malayalam,0.5
Franco-Provençal,Malayalam,0.5084175084175084
French,Malayalam,0.4666666666666667
Friulian,Malayalam,0.5027777777777778
Gagauz,Malayalam,0.5252525252525252
Galician,Malayalam,0.5042735042735043
Georgian,Malayalam,0.4666666666666667
German,Malayalam,0.5138888888888888
Gilaki,Malayalam,0.45625
Gorontalo,Malayalam,0.5522875816993464
Gothic,Malayalam,0.558641975308642
Greek,Malayalam,0.525
Greenlandic,Malayalam,0.45384615384615384
Gujarati,Malayalam,0.5083333333333333
Hakka,Malayalam,0.45384615384615384
Hausa,Malayalam,0.41818181818181815
Hawaiian,Malayalam,0.4611111111111111
Hebrew,Malayalam,0.48333333333333334
Herero,Malayalam,0.4666666666666667
Hindi,Malayalam,0.41025641025641024
Hungarian,Malayalam,0.42954545454545456
Icelandic,Malayalam,0.485
Igbo,Malayalam,0.33035714285714285
Indonesian,Malayalam,0.5027777777777778
Ingush,Malayalam,0.50997150997151
Irish,Malayalam,0.5055555555555555
Japanese,Malayalam,0.5
Javanese,Malayalam,0.49415204678362573
Kabardian,Malayalam,0.5047846889952153
Kabiye,Malayalam,0.437037037037037
Kabyle,Malayalam,0.5277777777777778
Kalmyk,Malayalam,0.5305555555555556
Kannada,Malayalam,0.2583333333333333
Kapampangan,Malayalam,0.46078431372549017
Karachay-Balkar,Malayalam,0.4624624624624625
Karakalpak,Malayalam,0.5213675213675214
Kashmiri,Malayalam,0.4159090909090909
Kashubian,Malayalam,0.595
Kazakh,Malayalam,0.4861111111111111
Khmer,Malayalam,0.42115384615384616
Kikuyu,Malayalam,0.48333333333333334
Kinyarwanda,Malayalam,0.5111111111111111
Kirghiz,Malayalam,0.48717948717948717
Kirundi,Malayalam,0.48948948948948945
Komi-Permyak,Malayalam,0.46604938271604934
Konkani,Malayalam,0.3796296296296296
Korean,Malayalam,0.46944444444444444
Kuanyama,Malayalam,0.4845679012345679
Ladino,Malayalam,0.525
Lak,Malayalam,0.5071225071225072
Lao,Malayalam,0.4611111111111111
Latin,Malayalam,0.5305555555555556
Lezgian,Malayalam,0.4295454545454545
Limburgish,Malayalam,0.4888888888888889
Lingala,Malayalam,0.4786324786324786
Lithuanian,Malayalam,0.5305555555555556
Livvi-Karelian,Malayalam,0.4928774928774929
Lombard,Malayalam,0.48055555555555557
Luganda,Malayalam,0.4944444444444444
Luxembourgish,Malayalam,0.50997150997151
Macedonian,Malayalam,0.49166666666666664
Maithili,Malayalam,0.517094017094017
Maltese,Malayalam,0.5194444444444445
Manx,Malayalam,0.5055555555555555
Maori,Malayalam,0.4624624624624625
Marathi,Malayalam,0.48830409356725146
Marshallese,Malayalam,0.44771241830065356
Mazandarani,Malayalam,0.4327485380116959
Minangkabau,Malayalam,0.4869281045751634
Mingrelian,Malayalam,0.547008547008547
Mirandese,Malayalam,0.546031746031746
Moksha,Malayalam,0.4774774774774775
Muscogee,Malayalam,0.5076923076923077
Nahuatl,Malayalam,0.5258064516129032
Nauruan,Malayalam,0.37745098039215685
Navajo,Malayalam,0.5166666666666666
Ndonga,Malayalam,0.49382716049382713
Neapolitan,Malayalam,0.5055555555555555
Newar,Malayalam,0.5042735042735043
Norfolk,Malayalam,0.4898989898989899
Nuosu,Malayalam,0.48333333333333334
Occitan,Malayalam,0.5
Odia,Malayalam,0.4904214559386973
Ossetian,Malayalam,0.5055555555555555
Pali,Malayalam,0.5055555555555555
Pangasinan,Malayalam,0.4949494949494949
Papiamentu,Malayalam,0.4888888888888889
Piedmontese,Malayalam,0.475
Polish,Malayalam,0.5305555555555556
Ripuarian,Malayalam,0.48830409356725146
Romani,Malayalam,0.4944444444444444
Romanian,Malayalam,0.5083333333333333
Romansh,Malayalam,0.475
Russian,Malayalam,0.4681818181818182
Sakha,Malayalam,0.48148148148148145
Samoan,Malayalam,0.3886363636363636
Sango,Malayalam,0.473015873015873
Sanskrit,Malayalam,0.5833333333333334
Santali,Malayalam,0.49722222222222223
Scots,Malayalam,0.4786324786324786
Serbian,Malayalam,0.4944444444444444
Sesotho,Malayalam,0.4888888888888889
Shona,Malayalam,0.5087719298245614
Sicilian,Malayalam,0.5029239766081871
Sindhi,Malayalam,0.4444444444444444
Sinhalese,Malayalam,0.4444444444444444
Slovak,Malayalam,0.48333333333333334
Slovenian,Malayalam,0.5055555555555555
Somali,Malayalam,0.5083333333333333
Spanish,Malayalam,0.5166666666666666
Sranan,Malayalam,0.49415204678362573
Sundanese,Malayalam,0.5350877192982456
Swati,Malayalam,0.51
Swedish,Malayalam,0.46944444444444444
Tahitian,Malayalam,0.49722222222222223
Tajik,Malayalam,0.49722222222222223
Tamil,Malayalam,0.20833333333333331
Tatar,Malayalam,0.49444444444444446
Telugu,Malayalam,0.375
Tetum,Malayalam,0.4482758620689655
Thai,Malayalam,0.4805555555555555
Tigrinya,Malayalam,0.5361111111111111
Tongan,Malayalam,0.5
Tsonga,Malayalam,0.5246913580246914
Tswana,Malayalam,0.5895061728395061
Tulu,Malayalam,0.2961876832844575
Tumbuka,Malayalam,0.5246913580246914
Turkish,Malayalam,0.42291666666666666
Turkmen,Malayalam,0.49002849002849
Tuvan,Malayalam,0.48333333333333334
Udmurt,Malayalam,0.4425
Ukrainian,Malayalam,0.5194444444444445
Urdu,Malayalam,0.46438746438746437
Uyghur,Malayalam,0.36278195488721804
Venda,Malayalam,0.527065527065527
Vepsian,Malayalam,0.4824561403508772
Vietnamese,Malayalam,0.4527777777777778
Võro,Malayalam,0.48717948717948717
Walloon,Malayalam,0.4678362573099415
Waray,Malayalam,0.4888888888888889
Welsh,Malayalam,0.4722222222222222
Wolof,Malayalam,0.5083333333333333
Wu,Malayalam,0.5222222222222223
Xhosa,Malayalam,0.4636363636363636
Yoruba,Malayalam,0.49722222222222223
Zeelandic,Malayalam,0.4666666666666667
Zulu,Malayalam,0.5138888888888888
Abkhazian,Maltese,0.5128205128205128
Acehnese,Maltese,0.5615615615615616
Adyghe,Maltese,0.5191387559808612
Afar,Maltese,0.5014245014245015
Afrikaans,Maltese,0.49166666666666664
Akan,Maltese,0.5435435435435435
Alemannic,Maltese,0.49166666666666664
Amharic,Maltese,0.48055555555555557
Anglo-Saxon,Maltese,0.5111111111111111
Arabic,Maltese,0.3472222222222222
Aragonese,Maltese,0.5555555555555556
Armenian,Maltese,0.5555555555555556
Aromanian,Maltese,0.40540540540540543
Assamese,Maltese,0.5015015015015015
Asturian,Maltese,0.5071225071225071
Atikamekw,Maltese,0.5585585585585585
Avar,Maltese,0.465
Bambara,Maltese,0.47916666666666663
Banjar,Maltese,0.5261437908496732
Bashkir,Maltese,0.49166666666666664
Basque,Maltese,0.5305555555555556
Bavarian,Maltese,0.4830917874396135
Belarusian,Maltese,0.5166666666666666
Bengali,Maltese,0.5111111111111111
Bhojpuri,Maltese,0.5806451612903226
Bislama,Maltese,0.49382716049382713
Bosnian,Maltese,0.49444444444444446
Breton,Maltese,0.5277777777777778
Buginese,Maltese,0.4957264957264957
Bulgarian,Maltese,0.5055555555555555
Burmese,Maltese,0.39166666666666666
Buryat,Maltese,0.5231481481481481
Cantonese,Maltese,0.31470588235294117
Catalan,Maltese,0.4638888888888889
Cebuano,Maltese,0.5261437908496732
Chamorro,Maltese,0.45833333333333337
Chavacano,Maltese,0.5583333333333333
Chechen,Maltese,0.5305555555555556
Cherokee,Maltese,0.4653846153846154
Cheyenne,Maltese,0.4700854700854701
Chichewa,Maltese,0.5105105105105106
Chinese,Maltese,0.5333333333333333
Choctaw,Maltese,0.49230769230769234
Chuvash,Maltese,0.5444444444444444
Cornish,Maltese,0.525
Corsican,Maltese,0.45526315789473687
Croatian,Maltese,0.5194444444444445
Czech,Maltese,0.4944444444444444
Danish,Maltese,0.49444444444444446
Divehi,Maltese,0.5282258064516129
Dutch,Maltese,0.49166666666666664
Dzongkha,Maltese,0.5381944444444444
Emilian-Romagnol,Maltese,0.4722222222222222
English,Maltese,0.475
Erzya,Maltese,0.5583333333333333
Esperanto,Maltese,0.5083333333333333
Estonian,Maltese,0.49444444444444446
Ewe,Maltese,0.5458333333333333
Faroese,Maltese,0.5416666666666666
Fijian,Maltese,0.2630952380952381
Finnish,Maltese,0.5027777777777778
Franco-Provençal,Maltese,0.48484848484848486
French,Maltese,0.4888888888888889
Friulian,Maltese,0.49166666666666664
Gagauz,Maltese,0.5681818181818182
Galician,Maltese,0.4928774928774929
Georgian,Maltese,0.4708333333333333
German,Maltese,0.5333333333333333
Gilaki,Maltese,0.446875
Gorontalo,Maltese,0.5784313725490196
Gothic,Maltese,0.5339506172839507
Greek,Maltese,0.5416666666666666
Greenlandic,Maltese,0.45769230769230773
Gujarati,Maltese,0.5611111111111111
Hakka,Maltese,0.47692307692307695
Hausa,Maltese,0.425
Hawaiian,Maltese,0.49166666666666664
Hebrew,Maltese,0.45555555555555555
Herero,Maltese,0.48333333333333334
Hindi,Maltese,0.4843304843304843
Hungarian,Maltese,0.42954545454545456
Icelandic,Maltese,0.505
Igbo,Maltese,0.3625
Indonesian,Maltese,0.5416666666666666
Ingush,Maltese,0.50997150997151
Irish,Maltese,0.5388888888888889
Japanese,Maltese,0.5
Javanese,Maltese,0.5292397660818713
Kabardian,Maltese,0.49282296650717705
Kabiye,Maltese,0.47777777777777775
